All calculations,POM,SDOM,CHO,TOT,TIS,MIL,ING,MOL,PAU,RIO,ZHO,PASC,DCER,SRAF,SROS,QUEV,ESM,AGOY,MSFO,SOP,PAU_M,MAZ,EGUA,CCS,MLW,JAM,COL_G,AGOY-SFRA_G,MSFO_G,SOP_G,MOL_G,MAZ_G,EGUA_G,CCS_G,MLW_G,ESM_G
"Time in s","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u."
-0.100000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
-0.090000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
-0.080000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
-0.070000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999,1.000000,1.000000
-0.060000,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999981,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,59.999983,1.000000,0.999999,1.000000,1.000000,1.000000,1.000000,1.000000,0.999999,1.000000,1.000000
-0.050000,59.999965,59.999965,59.999965,59.999965,59.999965,59.999966,59.999964,59.999966,59.999968,59.999965,59.999966,59.999965,59.999966,59.999964,59.999965,59.999965,59.999967,59.999956,59.999968,59.999968,59.999969,59.999968,59.999968,59.999959,59.999967,59.999965,1.000000,0.999998,1.000000,1.000000,1.000000,1.000000,1.000000,0.999997,1.000000,1.000000
-0.040000,59.999941,59.999942,59.999943,59.999942,59.999942,59.999944,59.999940,59.999943,59.999950,59.999943,59.999944,59.999943,59.999943,59.999940,59.999941,59.999943,59.999947,59.999927,59.999949,59.999948,59.999952,59.999948,59.999949,59.999926,59.999948,59.999941,1.000000,0.999997,1.000000,1.000000,1.000000,1.000000,1.000000,0.999996,1.000000,1.000000
-0.030000,59.999912,59.999914,59.999915,59.999914,59.999913,59.999917,59.999911,59.999916,59.999928,59.999915,59.999917,59.999916,59.999916,59.999910,59.999913,59.999915,59.999922,59.999890,59.999927,59.999924,59.999931,59.999925,59.999925,59.999883,59.999924,59.999912,1.000000,0.999995,1.000000,1.000000,1.000000,1.000000,1.000000,0.999994,1.000000,1.000000
-0.020000,59.999877,59.999881,59.999883,59.999880,59.999879,59.999885,59.999876,59.999884,59.999902,59.999882,59.999885,59.999884,59.999884,59.999874,59.999879,59.999882,59.999893,59.999846,59.999901,59.999895,59.999908,59.999897,59.999898,59.999831,59.999897,59.999878,1.000000,0.999993,1.000000,1.000000,1.000000,1.000000,1.000000,0.999992,1.000000,1.000000
-0.010000,59.999837,59.999842,59.999845,59.999841,59.999840,59.999848,59.999835,59.999847,59.999872,59.999844,59.999848,59.999846,59.999847,59.999832,59.999839,59.999844,59.999859,59.999797,59.999871,59.999862,59.999880,59.999866,59.999866,59.999770,59.999865,59.999838,1.000000,0.999991,1.000000,1.000000,1.000000,1.000000,1.000000,0.999989,1.000000,1.000000
-0.000000,59.999792,59.999799,59.999802,59.999797,59.999795,59.999807,59.999789,59.999805,59.999839,59.999801,59.999807,59.999804,59.999805,59.999784,59.999794,59.999801,59.999821,59.999741,59.999837,59.999824,59.999850,59.999830,59.999829,59.999701,59.999829,59.999792,1.000000,0.999989,1.000000,1.000000,1.000000,1.000000,1.000000,0.999986,1.000000,1.000000
0.010000,59.999741,59.999750,59.999754,59.999748,59.999745,59.999760,59.999737,59.999758,59.999801,59.999753,59.999760,59.999757,59.999758,59.999731,59.999744,59.999753,59.999778,59.999679,59.999799,59.999782,59.999815,59.999789,59.999788,59.999623,59.999789,59.999742,1.000000,0.999987,1.000000,1.000000,1.000000,1.000000,1.000000,0.999983,1.000000,1.000000
0.020000,59.999685,59.999696,59.999701,59.999694,59.999690,59.999709,59.999680,59.999706,59.999759,59.999700,59.999709,59.999705,59.999707,59.999673,59.999689,59.999700,59.999730,59.999611,59.999757,59.999736,59.999777,59.999744,59.999743,59.999538,59.999745,59.999686,1.000000,0.999984,1.000000,1.000000,1.000000,1.000000,1.000000,0.999980,1.000000,1.000000
0.030000,59.999624,59.999637,59.999644,59.999635,59.999631,59.999652,59.999617,59.999649,59.999714,59.999642,59.999652,59.999647,59.999650,59.999609,59.999629,59.999643,59.999678,59.999538,59.999711,59.999685,59.999735,59.999695,59.999694,59.999445,59.999697,59.999625,0.999999,0.999981,1.000000,0.999999,0.999999,0.999999,1.000000,0.999976,0.999999,0.999999
0.040000,59.999558,59.999573,59.999581,59.999571,59.999566,59.999591,59.999550,59.999587,59.999664,59.999579,59.999592,59.999586,59.999589,59.999540,59.999563,59.999580,59.999621,59.999459,59.999661,59.999630,59.999689,59.999642,59.999640,59.999346,59.999645,59.999559,0.999999,0.999978,0.999999,0.999999,0.999999,0.999999,0.999999,0.999973,0.999999,0.999999
0.050000,59.999487,59.999505,59.999514,59.999502,59.999496,59.999526,59.999478,59.999521,59.999610,59.999512,59.999526,59.999519,59.999523,59.999467,59.999493,59.999513,59.999560,59.999375,59.999607,59.999570,59.999639,59.999584,59.999582,59.999240,59.999589,59.999488,0.999999,0.999975,0.999999,0.999999,0.999999,0.999999,0.999999,0.999969,0.999999,0.999999
0.060000,59.999411,59.999432,59.999443,59.999429,59.999422,59.999456,59.999401,59.999451,59.999552,59.999440,59.999456,59.999449,59.999453,59.999388,59.999419,59.999441,59.999494,59.999286,59.999549,59.999506,59.999585,59.999522,59.999520,59.999128,59.999528,59.999413,0.999999,0.999972,0.999999,0.999999,0.999999,0.999999,0.999999,0.999965,0.999999,0.999998
0.070000,59.999331,59.999355,59.999367,59.999351,59.999343,59.999382,59.999320,59.999376,59.999489,59.999364,59.999382,59.999373,59.999378,59.999305,59.999340,59.999365,59.999424,59.999193,59.999487,59.999438,59.999527,59.999456,59.999454,59.999011,59.999464,59.999333,0.999999,0.999969,0.999999,0.999998,0.999998,0.999998,0.999999,0.999961,0.999998,0.999998
0.080000,59.999247,59.999273,59.999286,59.999269,59.999260,59.999304,59.999234,59.999297,59.999423,59.999283,59.999304,59.999294,59.999299,59.999218,59.999257,59.999284,59.999350,59.999095,59.999421,59.999366,59.999464,59.999385,59.999384,59.998890,59.999395,59.999249,0.999998,0.999965,0.999998,0.999998,0.999998,0.999998,0.999999,0.999956,0.999998,0.999998
0.090000,59.999158,59.999187,59.999202,59.999183,59.999173,59.999221,59.999144,59.999213,59.999352,59.999198,59.999221,59.999210,59.999216,59.999126,59.999169,59.999200,59.999272,59.998992,59.999352,59.999290,59.999398,59.999310,59.999310,59.998764,59.999322,59.999161,0.999998,0.999962,0.999998,0.999997,0.999997,0.999998,0.999998,0.999952,0.999997,0.999997
0.100000,59.999066,59.999098,59.999113,59.999093,59.999082,59.999134,59.999050,59.999126,59.999277,59.999110,59.999134,59.999123,59.999129,59.999030,59.999077,59.999111,59.999189,59.998886,59.999278,59.999210,59.999327,59.999232,59.999232,59.998634,59.999246,59.999068,0.999997,0.999958,0.999997,0.999997,0.999996,0.999997,0.999998,0.999948,0.999997,0.999996
0.105000,59.998969,59.999004,59.999021,59.998999,59.998987,59.999044,59.998952,59.999035,59.999198,59.999017,59.999044,59.999031,59.999038,59.998931,59.998982,59.999018,59.999103,59.998776,59.999200,59.999125,59.999251,59.999149,59.999150,59.998501,59.999165,59.998972,1.000089,1.000364,1.000040,1.000145,1.000279,1.000035,1.000008,1.000575,1.000008,1.000035
0.111667,59.998921,59.998957,59.998975,59.998952,59.998939,59.998998,59.998903,59.998989,59.999158,59.998970,59.998998,59.998985,59.998992,59.998881,59.998934,59.998972,59.999059,59.998721,59.999161,59.999083,59.999214,59.999107,59.999109,59.998434,59.999124,59.998924,1.000211,1.000906,1.000102,1.000335,1.000663,1.000091,1.000025,1.001413,1.000028,1.000092
0.121667,60.435525,60.351241,60.369132,60.426021,60.375041,60.366861,60.413663,60.405576,60.377488,60.415894,60.376039,60.379136,60.379630,60.635210,60.398993,60.343243,60.165383,60.884959,60.200030,60.687344,60.375531,60.249425,60.250763,60.840294,60.125185,60.452555,1.000394,1.001719,1.000203,1.000615,1.001249,1.000182,1.000058,1.002670,1.000068,1.000186
0.131667,60.570202,60.461511,60.481808,60.549575,60.489928,60.478787,60.542930,60.524058,60.531095,60.537199,60.489770,60.493679,60.495870,60.883620,60.520365,60.450637,60.230071,61.092888,60.272735,60.792956,60.533744,60.338723,60.320317,61.193728,60.175954,60.593479,1.000577,1.002537,1.000312,1.000898,1.001844,1.000281,1.000098,1.003927,1.000118,1.000289
0.141667,60.529601,60.434016,60.449828,60.504032,60.457580,60.446997,60.508300,60.483047,60.548395,60.494441,60.456040,60.459666,60.463990,60.887830,60.484056,60.423557,60.227612,60.914681,60.265101,60.611158,60.557864,60.329268,60.284209,61.225518,60.175600,60.549880,1.000761,1.003360,1.000427,1.001192,1.002443,1.000385,1.000146,1.005184,1.000174,1.000398
0.151667,60.458453,60.383745,60.395867,60.436150,60.402489,60.393310,60.445899,60.421285,60.525749,60.430049,60.400546,60.403680,60.409164,60.821361,60.423450,60.374781,60.208111,60.707471,60.238469,60.451590,60.539487,60.296358,60.233947,61.146905,60.164224,60.472492,1.000945,1.004190,1.000546,1.001494,1.003045,1.000493,1.000199,1.006440,1.000235,1.000511
0.161667,60.394023,60.337733,60.347189,60.377865,60.352769,60.344851,60.389305,60.367286,60.497125,60.374102,60.350804,60.353430,60.359344,60.749295,60.369475,60.330212,60.187299,60.557653,60.211809,60.335289,60.513422,60.263033,60.190612,61.052306,60.152433,60.402088,1.001130,1.005024,1.000670,1.001806,1.003647,1.000604,1.000257,1.007694,1.000300,1.000628
0.171667,60.349785,60.306327,60.314505,60.340295,60.319360,60.312310,60.350993,60.332324,60.476491,60.337868,60.317679,60.319846,60.325604,60.698243,60.333427,60.299947,60.171795,60.473421,60.192323,60.274464,60.494024,60.238203,60.162181,60.981447,60.144536,60.353326,1.001316,1.005861,1.000797,1.002126,1.004248,1.000719,1.000320,1.008947,1.000368,1.000749
0.181667,60.322416,60.286820,60.294499,60.318565,60.298951,60.292442,60.327747,60.311853,60.465893,60.316687,60.297657,60.299372,60.304689,60.671211,60.311648,60.281226,60.161973,60.435640,60.180079,60.245835,60.484164,60.221890,60.145456,60.942709,60.140243,60.323005,1.001503,1.006699,1.000927,1.002452,1.004847,1.000836,1.000388,1.010197,1.000440,1.000874
0.191667,60.307534,60.276149,60.283791,60.308098,60.288082,60.281916,60.315642,60.301795,60.464365,60.306282,60.287243,60.288477,60.293235,60.664964,60.300261,60.271054,60.157000,60.427491,60.173850,60.236435,60.483250,60.212582,60.136866,60.933152,60.138843,60.306399,1.001690,1.007539,1.001060,1.002784,1.005445,1.000957,1.000460,1.011447,1.000515,1.001001
0.200000,60.302285,60.272394,60.280234,60.305695,60.284521,60.278560,60.311948,60.299329,60.469092,60.303706,60.284113,60.284912,60.289185,60.673102,60.296702,60.267544,60.155978,60.435585,60.172451,60.237845,60.488523,60.209190,60.134158,60.944274,60.139464,60.300404,1.001847,1.008238,1.001174,1.003064,1.005941,1.001060,1.000525,1.012486,1.000580,1.001110
0.205000,60.295254,60.265799,60.274057,60.301653,60.278436,60.272698,60.306362,60.294951,60.474565,60.299303,60.278636,60.278834,60.282488,60.689183,60.290914,60.261136,60.151455,60.450542,60.167978,60.240116,60.494771,60.202613,60.128112,60.969002,60.135956,60.292916,1.001910,1.008304,1.001342,1.003165,1.006035,1.001219,1.000693,1.012471,1.000791,1.001371
0.211667,60.291036,60.261842,60.270351,60.299228,60.274784,60.269180,60.303010,60.292324,60.477849,60.296661,60.275350,60.275187,60.278470,60.698833,60.287441,60.257290,60.148741,60.459517,60.165294,60.241479,60.498520,60.198667,60.124485,60.983838,60.133851,60.288423,1.002004,1.008413,1.001562,1.003321,1.006147,1.001423,1.000897,1.012437,1.001072,1.001699
0.221667,60.132434,60.134007,60.140930,60.143239,60.133708,60.145096,60.137613,60.147651,60.221760,60.145932,60.146190,60.145588,60.148979,60.321782,60.137004,60.134746,60.163667,60.099030,60.143877,60.041164,60.226860,60.155947,60.220903,60.353858,60.112209,60.129475,1.002164,1.008599,1.001886,1.003585,1.006295,1.001718,1.001173,1.012356,1.001497,1.002160
0.231667,60.094688,60.105558,60.110362,60.104669,60.101275,60.115373,60.097223,60.111276,60.135404,60.108201,60.114810,60.113942,60.116642,60.181631,60.101122,60.107599,60.177932,60.019850,60.146282,60.010783,60.134040,60.150452,60.237323,60.134290,60.121180,60.092016,1.002344,1.008784,1.002206,1.003875,1.006413,1.002001,1.001425,1.012222,1.001927,1.002589
0.241667,60.114007,60.123931,60.126658,60.121466,60.120164,60.130495,60.115886,60.126292,60.133532,60.123921,60.129884,60.128853,60.130489,60.155968,60.119242,60.125510,60.191546,60.065101,60.160861,60.058077,60.131081,60.163570,60.222203,60.111818,60.144726,60.111927,1.002534,1.008940,1.002525,1.004173,1.006507,1.002280,1.001671,1.012030,1.002362,1.003000
0.251667,60.146084,60.152531,60.153778,60.150874,60.150415,60.156148,60.147994,60.153426,60.158251,60.152069,60.155861,60.154852,60.155541,60.168973,60.149487,60.153351,60.204005,60.127816,60.178031,60.112559,60.156993,60.181255,60.211311,60.150054,60.169144,60.144548,1.002730,1.009057,1.002846,1.004473,1.006577,1.002556,1.001917,1.011780,1.002804,1.003402
0.261667,60.176906,60.179978,60.180300,60.179532,60.179463,60.181465,60.179010,60.180284,60.187751,60.179751,60.181516,60.180598,60.180580,60.192091,60.178690,60.180171,60.215800,60.181295,60.194907,60.158767,60.188232,60.198940,60.208802,60.198695,60.191160,60.175780,1.002928,1.009130,1.003169,1.004769,1.006628,1.002832,1.002168,1.011473,1.003250,1.003800
0.271667,60.202440,60.202995,60.202786,60.203501,60.203668,60.203105,60.204708,60.203063,60.214264,60.203080,60.203398,60.202589,60.202095,60.214658,60.203028,60.202781,60.227141,60.220293,60.210498,60.193281,60.216358,60.215039,60.213038,60.240621,60.210248,60.201597,1.003127,1.009161,1.003495,1.005060,1.006661,1.003108,1.002424,1.011114,1.003699,1.004195
0.281667,60.222986,60.221916,60.221427,60.223045,60.223339,60.221216,60.225329,60.221919,60.236176,60.222256,60.221662,60.220935,60.220153,60.234012,60.222790,60.221483,60.238311,60.248182,60.224927,60.219392,60.239452,60.229548,60.220794,60.272333,60.227153,60.222328,1.003327,1.009153,1.003822,1.005345,1.006678,1.003383,1.002686,1.010708,1.004151,1.004589
0.291667,60.239614,60.237647,60.237031,60.239116,60.239455,60.236531,60.241936,60.237658,60.253776,60.238152,60.237059,60.236380,60.235448,60.249956,60.238962,60.237138,60.249409,60.268329,60.238437,60.239703,60.257761,60.242731,60.230187,60.294636,60.242567,60.239075,1.003526,1.009109,1.004151,1.005623,1.006681,1.003658,1.002954,1.010261,1.004601,1.004981
0.301667,60.253427,60.251107,60.250453,60.252699,60.253021,60.249834,60.255646,60.251152,60.267915,60.251690,60.250390,60.249733,60.248748,60.263087,60.252562,60.250621,60.260479,60.283341,60.251286,60.256175,60.272186,60.254916,60.240256,60.309460,60.257029,60.252966,1.003726,1.009031,1.004479,1.005894,1.006671,1.003932,1.003227,1.009777,1.005050,1.005371
0.311667,60.265309,60.263021,60.262384,60.264578,60.264839,60.261760,60.267357,60.263102,60.279458,60.263612,60.262307,60.261651,60.260683,60.274113,60.264403,60.262628,60.271540,60.295006,60.263687,60.270145,60.283670,60.266389,60.250582,60.318699,60.270905,60.264902,1.003926,1.008922,1.004808,1.006158,1.006651,1.004204,1.003505,1.009263,1.005494,1.005758
0.321667,60.275886,60.273901,60.273314,60.275306,60.275480,60.272765,60.277710,60.274012,60.289116,60.274442,60.273273,60.272606,60.271703,60.283624,60.275057,60.273649,60.282598,60.304323,60.275796,60.282503,60.293003,60.277372,60.261031,60.323869,60.284419,60.275521,1.004126,1.008786,1.005135,1.006413,1.006622,1.004475,1.003788,1.008724,1.005933,1.006139
0.331667,60.285587,60.284086,60.283569,60.285269,60.285328,60.283146,60.287146,60.284218,60.297412,60.284541,60.283596,60.282912,60.282106,60.292070,60.284917,60.284005,60.293615,60.312420,60.287687,60.293728,60.300770,60.287991,60.271501,60.326120,60.297681,60.285257,1.004326,1.008625,1.005461,1.006661,1.006584,1.004744,1.004075,1.008166,1.006363,1.006516
0.341667,60.294668,60.293778,60.293348,60.294681,60.294615,60.293088,60.295933,60.293924,60.304723,60.294117,60.293463,60.292759,60.292074,60.299740,60.294213,60.293891,60.304571,60.319373,60.299423,60.304225,60.307408,60.298349,60.282039,60.326249,60.310740,60.294372,1.004526,1.008441,1.005783,1.006899,1.006541,1.005010,1.004365,1.007592,1.006785,1.006885
0.351667,60.303273,60.303078,60.302746,60.303663,60.303465,60.302675,60.304222,60.303235,60.311294,60.303282,60.302966,60.302239,60.301689,60.306815,60.303070,60.303400,60.315409,60.325505,60.311001,60.314151,60.313206,60.308476,60.292615,60.324824,60.323576,60.303011,1.004727,1.008238,1.006102,1.007129,1.006492,1.005274,1.004660,1.007008,1.007195,1.007246
0.361667,60.311467,60.312021,60.311796,60.312263,60.311931,60.311934,60.312084,60.312188,60.317284,60.312077,60.312133,60.311382,60.310978,60.313395,60.311539,60.312561,60.326057,60.330979,60.322393,60.323596,60.318359,60.318366,60.303189,60.322248,60.336140,60.311241,1.004928,1.008017,1.006417,1.007349,1.006438,1.005534,1.004956,1.006419,1.007592,1.007598
0.371667,60.319261,60.320595,60.320488,60.320483,60.320014,60.320849,60.319537,60.320777,60.322787,60.320501,60.320951,60.320173,60.319921,60.319521,60.319622,60.321360,60.336433,60.335875,60.333548,60.332589,60.322992,60.327990,60.313702,60.318806,60.348358,60.319072,1.005129,1.007782,1.006726,1.007560,1.006382,1.005790,1.005255,1.005829,1.007975,1.007940
0.381667,60.326631,60.328759,60.328779,60.328288,60.327683,60.329374,60.326562,60.328965,60.327856,60.328517,60.329378,60.328571,60.328473,60.325198,60.327289,60.329753,60.346448,60.340230,60.344397,60.341119,60.327182,60.337294,60.324079,60.314705,60.360141,60.326482,1.005330,1.007535,1.007030,1.007762,1.006323,1.006041,1.005556,1.005242,1.008342,1.008269
0.391667,60.333534,60.336458,60.336613,60.335632,60.334891,60.337452,60.333120,60.336699,60.332515,60.336074,60.337355,60.336515,60.336573,60.330406,60.334490,60.337681,60.356008,60.344055,60.354866,60.349157,60.330978,60.346218,60.334235,60.310105,60.371397,60.333426,1.005530,1.007277,1.007327,1.007952,1.006263,1.006289,1.005857,1.004662,1.008692,1.008586
0.401667,60.339918,60.343625,60.343924,60.342454,60.341580,60.345014,60.339162,60.343917,60.336771,60.343112,60.344820,60.343941,60.344153,60.335113,60.341167,60.345077,60.365021,60.347347,60.364875,60.356661,60.334403,60.354692,60.344075,60.305132,60.382029,60.339852,1.005729,1.007010,1.007615,1.008133,1.006202,1.006530,1.006158,1.004094,1.009023,1.008887
0.411667,60.345730,60.350199,60.350651,60.348700,60.347694,60.351997,60.344641,60.350560,60.340622,60.349573,60.351708,60.350786,60.351148,60.339288,60.347264,60.351879,60.373403,60.350105,60.374348,60.363590,60.337471,60.362651,60.353508,60.299895,60.391952,60.345707,1.005927,1.006738,1.007896,1.008302,1.006141,1.006766,1.006457,1.003542,1.009333,1.009173
0.421667,60.350921,60.356123,60.356735,60.354316,60.353181,60.358341,60.349509,60.356573,60.344074,60.355403,60.357961,60.356988,60.357496,60.342899,60.352729,60.358025,60.381074,60.352320,60.383211,60.369895,60.340205,60.370026,60.362436,60.294490,60.401083,60.350942,1.006124,1.006462,1.008166,1.008460,1.006080,1.006995,1.006755,1.003010,1.009621,1.009442
0.431667,60.355461,60.361358,60.362136,60.359269,60.358007,60.364003,60.353740,60.361918,60.347120,60.360566,60.363539,60.362509,60.363156,60.345932,60.357528,60.363477,60.387974,60.354003,60.391405,60.375555,60.342607,60.376768,60.370788,60.289016,60.409361,60.355525,1.006318,1.006184,1.008426,1.008605,1.006020,1.007217,1.007050,1.002502,1.009886,1.009692
0.441667,60.359332,60.365879,60.366828,60.363536,60.362151,60.368957,60.357320,60.366569,60.349766,60.365037,60.368413,60.367321,60.368098,60.348387,60.361641,60.368208,60.394062,60.355166,60.398885,60.380551,60.344690,60.382838,60.378495,60.283571,60.416737,60.359440,1.006510,1.005906,1.008674,1.008738,1.005962,1.007431,1.007341,1.002022,1.010126,1.009923
0.451667,60.362539,60.369683,60.370806,60.367118,60.365614,60.373192,60.360255,60.370524,60.352027,60.368816,60.372578,60.371416,60.372315,60.350280,60.365069,60.372212,60.399313,60.355840,60.405620,60.384883,60.346473,60.388210,60.385510,60.278259,60.423183,60.362688,1.006699,1.005628,1.008910,1.008858,1.005905,1.007636,1.007626,1.001574,1.010340,1.010132
0.461667,60.365166,60.372865,60.374182,60.370063,60.368495,60.376834,60.362631,60.373893,60.354173,60.371982,60.376152,60.374913,60.375929,60.351698,60.367890,60.375594,60.403900,60.354394,60.411838,60.388911,60.348282,60.393068,60.392170,60.273176,60.428841,60.365357,1.006884,1.005358,1.009132,1.008964,1.005851,1.007832,1.007905,1.001163,1.010525,1.010319
0.471667,60.367022,60.375168,60.376624,60.372296,60.370537,60.379491,60.364267,60.376339,60.355329,60.374328,60.378758,60.377450,60.378558,60.352508,60.369928,60.378049,60.407196,60.357334,60.416653,60.391277,60.349050,60.396713,60.397041,60.268469,60.433164,60.367248,1.007064,1.005089,1.009339,1.009056,1.005799,1.008017,1.008178,1.000792,1.010682,1.010482
0.481667,60.368779,60.377356,60.379014,60.374302,60.372511,60.382133,60.365822,60.378767,60.357120,60.376550,60.381351,60.379958,60.381161,60.353311,60.371828,60.380413,60.410446,60.354618,60.421661,60.394964,60.350665,60.400486,60.402624,60.264384,60.437237,60.369042,1.007240,1.004829,1.009530,1.009132,1.005749,1.008191,1.008441,1.000464,1.010809,1.010622
0.491667,60.369716,60.378627,60.380423,60.375492,60.373600,60.383738,60.366592,60.380192,60.358018,60.377861,60.382913,60.381453,60.382729,60.353472,60.372887,60.381813,60.412658,60.354764,60.425339,60.396397,60.351400,60.403068,60.406565,60.260716,60.440034,60.370012,1.007409,1.004578,1.009704,1.009193,1.005702,1.008354,1.008695,1.000184,1.010904,1.010736
0.501667,60.370397,60.379549,60.381499,60.376374,60.374406,60.385012,60.367131,60.381307,60.358861,60.378863,60.384154,60.382614,60.383957,60.353521,60.373652,60.382852,60.414014,60.354362,60.428655,60.397731,60.352151,60.405369,60.410057,60.257812,60.442062,60.370726,1.007572,1.004337,1.009860,1.009238,1.005658,1.008504,1.008939,0.999954,1.010967,1.010824
0.511667,60.370810,60.380147,60.382242,60.376948,60.374929,60.385914,60.367441,60.382093,60.359611,60.379543,60.385028,60.383436,60.384824,60.353467,60.374129,60.383548,60.414945,60.353540,60.431195,60.398951,60.352875,60.406953,60.413592,60.255717,60.443412,60.371162,1.007729,1.004108,1.009998,1.009267,1.005618,1.008642,1.009171,0.999776,1.010997,1.010886
0.521667,60.370961,60.380399,60.382607,60.377198,60.375146,60.386421,60.367518,60.382514,60.360233,60.379879,60.385516,60.383861,60.385288,60.353316,60.374308,60.383867,60.415403,60.352513,60.433225,60.399879,60.353536,60.408115,60.415572,60.254468,60.444048,60.371335,1.007878,1.003892,1.010116,1.009278,1.005581,1.008766,1.009392,0.999653,1.010995,1.010921
0.531667,60.371181,60.380641,60.382948,60.377462,60.375400,60.386875,60.367695,60.382909,60.360930,60.380207,60.385957,60.384252,60.385704,60.353390,60.374526,60.384150,60.415625,60.351642,60.434946,60.400692,60.354299,60.409074,60.417498,60.254298,60.444222,60.371573,1.008019,1.003690,1.010215,1.009273,1.005547,1.008876,1.009599,0.999586,1.010959,1.010930
0.541667,60.371529,60.380933,60.383321,60.377798,60.375750,60.387331,60.368032,60.383331,60.361733,60.380584,60.386404,60.384663,60.386128,60.353749,60.374843,60.384457,60.415676,60.351007,60.436395,60.401427,60.355189,60.409868,60.419318,60.255254,60.443987,60.371936,1.008152,1.003505,1.010293,1.009250,1.005517,1.008973,1.009792,0.999576,1.010891,1.010911
0.551667,60.372076,60.381348,60.383795,60.378276,60.376265,60.387856,60.368600,60.383848,60.362682,60.381079,60.386925,60.385163,60.386628,60.354461,60.375330,60.384858,60.415633,60.350669,60.437625,60.402152,60.356238,60.410560,60.421005,60.257375,60.443405,60.372495,1.008276,1.003336,1.010350,1.009209,1.005490,1.009055,1.009972,0.999623,1.010790,1.010867
0.561667,60.372893,60.381959,60.384442,60.378966,60.377015,60.388523,60.369466,60.384531,60.363818,60.381763,60.387590,60.385823,60.387276,60.355592,60.376058,60.385426,60.415574,60.350687,60.438695,60.402924,60.357479,60.411215,60.422602,60.260683,60.442545,60.373320,1.008392,1.003187,1.010386,1.009151,1.005468,1.009124,1.010137,0.999727,1.010658,1.010796
0.571667,60.374039,60.382828,60.385324,60.379930,60.378062,60.389393,60.370691,60.385440,60.365175,60.382697,60.388462,60.386705,60.388135,60.357194,60.377089,60.386222,60.415568,60.351106,60.439659,60.403787,60.358940,60.411895,60.424176,60.265182,60.441468,60.374471,1.008498,1.003057,1.010402,1.009076,1.005450,1.009179,1.010287,0.999887,1.010495,1.010699
0.581667,60.375555,60.384002,60.386487,60.381210,60.379448,60.390512,60.372313,60.386620,60.366778,60.383924,60.389588,60.387856,60.389254,60.359298,60.378466,60.387295,60.415668,60.351961,60.440561,60.404769,60.360639,60.412654,60.425791,60.270849,60.440228,60.375989,1.008595,1.002947,1.010396,1.008984,1.005436,1.009220,1.010422,1.000101,1.010303,1.010578
0.591667,60.377465,60.385507,60.387960,60.382833,60.381198,60.391911,60.374353,60.388098,60.368639,60.385472,60.390995,60.389305,60.390661,60.361918,60.380214,60.388672,60.415909,60.353267,60.441432,60.405882,60.362587,60.413527,60.427497,60.277637,60.438866,60.377898,1.008682,1.002860,1.010370,1.008875,1.005428,1.009247,1.010542,1.000366,1.010084,1.010434
