All calculations,POM,SDOM,CHO,TOT,TIS,MIL,ING,MOL,PAU,RIO,ZHO,PASC,DCER,SRAF,SROS,QUEV,ESM,AGOY,MSFO,SOP,PAU_M,MAZ,EGUA,CCS,MLW,JAM,COL_G,AGOY-SFRA_G,MSFO_G,SOP_G,MOL_G,MAZ_G,EGUA_G,CCS_G,MLW_G,ESM_G
"Time in s","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Electrical Frequency in Hz","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u.","Speed in p.u."
2.341667,60.084827,60.083977,60.083918,60.084366,60.084503,60.084553,60.085090,60.084243,60.088485,60.084297,60.084442,60.084008,60.084248,60.086199,60.084537,60.083446,60.084180,60.082819,60.094080,60.079592,60.089881,60.085806,60.075385,60.093589,60.070542,60.084824,1.001317,1.001411,1.002113,1.000746,1.001727,1.001436,1.000199,1.001815,1.000440,1.001377
2.351667,60.081964,60.081197,60.081198,60.081642,60.081685,60.081844,60.082173,60.081557,60.086561,60.081592,60.081751,60.081304,60.081544,60.083081,60.081720,60.080741,60.080798,60.081519,60.090964,60.076738,60.088204,60.083239,60.073033,60.089114,60.069001,60.081969,1.001302,1.001569,1.002038,1.000687,1.001734,1.001410,1.000194,1.001666,1.000490,1.001255
2.361667,60.079115,60.078437,60.078496,60.078934,60.078884,60.079150,60.079271,60.078886,60.084611,60.078903,60.079074,60.078618,60.078856,60.079973,60.078919,60.078058,60.077445,60.080226,60.087821,60.073939,60.086487,60.080676,60.070718,60.084624,60.067554,60.079128,1.001287,1.001725,1.001960,1.000633,1.001738,1.001382,1.000192,1.001516,1.000545,1.001135
2.371667,60.076287,60.075700,60.075816,60.076246,60.076103,60.076473,60.076388,60.076235,60.082633,60.076234,60.076415,60.075952,60.076187,60.076882,60.076138,60.075399,60.074129,60.078937,60.084656,60.071198,60.084728,60.078119,60.068440,60.080139,60.066192,60.076307,1.001271,1.001877,1.001879,1.000584,1.001740,1.001353,1.000194,1.001366,1.000604,1.001017
2.381667,60.073483,60.072990,60.073161,60.073581,60.073347,60.073818,60.073531,60.073607,60.080626,60.073588,60.073778,60.073311,60.073541,60.073817,60.073383,60.072769,60.070857,60.077648,60.081475,60.068518,60.082923,60.075570,60.066202,60.075679,60.064907,60.073510,1.001254,1.002024,1.001796,1.000539,1.001739,1.001324,1.000198,1.001217,1.000667,1.000901
2.391667,60.070710,60.070312,60.070536,60.070944,60.070622,60.071188,60.070704,60.071005,60.078590,60.070968,60.071166,60.070697,60.070921,60.070785,60.070658,60.070171,60.067635,60.076354,60.078284,60.065902,60.081072,60.073033,60.064006,60.071265,60.063692,60.070743,1.001237,1.002163,1.001709,1.000499,1.001734,1.001293,1.000205,1.001070,1.000732,1.000787
2.401667,60.067971,60.067669,60.067943,60.068337,60.067930,60.068586,60.067913,60.068431,60.076525,60.068379,60.068582,60.068114,60.068331,60.067792,60.067967,60.067607,60.064471,60.075051,60.075090,60.063351,60.079173,60.070511,60.061853,60.066915,60.062538,60.068010,1.001218,1.002295,1.001621,1.000464,1.001727,1.001261,1.000214,1.000926,1.000799,1.000677
2.411667,60.065271,60.065065,60.065385,60.065765,60.065277,60.066016,60.065163,60.065891,60.074430,60.065823,60.066029,60.065566,60.065774,60.064845,60.065314,60.065081,60.061369,60.073735,60.071899,60.060869,60.077224,60.068005,60.059744,60.062649,60.061436,60.065316,1.001198,1.002418,1.001531,1.000433,1.001715,1.001229,1.000225,1.000786,1.000867,1.000570
2.421667,60.062614,60.062502,60.062866,60.063231,60.062665,60.063480,60.062458,60.063385,60.072306,60.063303,60.063510,60.063053,60.063252,60.061950,60.062703,60.062595,60.058336,60.072401,60.068715,60.058455,60.075225,60.065518,60.057682,60.058485,60.060376,60.062664,1.001178,1.002531,1.001439,1.000406,1.001700,1.001195,1.000239,1.000650,1.000935,1.000468
2.431667,60.060004,60.059985,60.060388,60.060736,60.060099,60.060981,60.059802,60.060916,60.070153,60.060822,60.061028,60.060580,60.060768,60.059114,60.060137,60.060151,60.055377,60.071046,60.065547,60.056112,60.073177,60.063054,60.055666,60.054439,60.059351,60.060059,1.001155,1.002633,1.001346,1.000383,1.001681,1.001160,1.000254,1.000521,1.001003,1.000369
2.441667,60.057444,60.057514,60.057954,60.058285,60.057581,60.058521,60.057199,60.058488,60.067973,60.058382,60.058585,60.058149,60.058324,60.056341,60.057619,60.057753,60.052496,60.069666,60.062398,60.053839,60.071079,60.060614,60.053697,60.050527,60.058351,60.057503,1.001132,1.002724,1.001252,1.000365,1.001658,1.001124,1.000272,1.000397,1.001069,1.000274
2.451667,60.054939,60.055094,60.055565,60.055879,60.055114,60.056103,60.054654,60.056101,60.065767,60.055986,60.056183,60.055762,60.055923,60.053637,60.055152,60.055401,60.049698,60.068254,60.059276,60.051638,60.068933,60.058200,60.051776,60.046764,60.057367,60.055001,1.001107,1.002801,1.001157,1.000350,1.001631,1.001087,1.000290,1.000280,1.001133,1.000185
2.461667,60.052489,60.052725,60.053224,60.053520,60.052701,60.053729,60.052168,60.053758,60.063536,60.053636,60.053824,60.053421,60.053567,60.051007,60.052739,60.053097,60.046986,60.066807,60.056185,60.049506,60.066740,60.055815,60.049904,60.043161,60.056391,60.052555,1.001081,1.002865,1.001061,1.000338,1.001599,1.001048,1.000310,1.000171,1.001195,1.000100
2.471667,60.050099,60.050410,60.050932,60.051210,60.050344,60.051400,60.049745,60.051461,60.061282,60.051332,60.051510,60.051126,60.051257,60.048452,60.050382,60.050842,60.044364,60.065320,60.053131,60.047445,60.064501,60.053461,60.048079,60.039731,60.055413,60.050167,1.001053,1.002915,1.000966,1.000330,1.001564,1.001009,1.000331,1.000070,1.001252,1.000020
2.481667,60.047769,60.048149,60.048690,60.048950,60.048044,60.049119,60.047387,60.049211,60.059007,60.049077,60.049242,60.048880,60.048994,60.045978,60.048082,60.048637,60.041833,60.063788,60.050119,60.045453,60.062220,60.051140,60.046302,60.036482,60.054427,60.047839,1.001024,1.002950,1.000871,1.000326,1.001525,1.000969,1.000353,0.999977,1.001306,0.999945
2.491667,60.045501,60.045944,60.046499,60.046741,60.045802,60.046884,60.045094,60.047007,60.056713,60.046872,60.047021,60.046684,60.046779,60.043585,60.045840,60.046483,60.039395,60.062207,60.047153,60.043527,60.059897,60.048852,60.044571,60.033423,60.053424,60.045572,1.000993,1.002970,1.000776,1.000323,1.001482,1.000928,1.000375,0.999893,1.001354,0.999876
2.501667,60.043296,60.043795,60.044360,60.044584,60.043620,60.044699,60.042869,60.044852,60.054402,60.044715,60.044847,60.044537,60.044613,60.041276,60.043657,60.044380,60.037051,60.060572,60.044238,60.041667,60.057535,60.046598,60.042887,60.030558,60.052396,60.043368,1.000961,1.002975,1.000682,1.000324,1.001434,1.000886,1.000398,0.999818,1.001398,0.999813
2.511667,60.041154,60.041702,60.042271,60.042478,60.041496,60.042562,60.040711,60.042744,60.052075,60.042609,60.042721,60.042439,60.042496,60.039052,60.041533,60.042327,60.034801,60.058878,60.041377,60.039869,60.055138,60.044381,60.041247,60.027891,60.051336,60.041226,1.000927,1.002964,1.000589,1.000326,1.001384,1.000843,1.000422,0.999752,1.001435,0.999755
2.521667,60.039074,60.039664,60.040233,60.040423,60.039432,60.040473,60.038621,60.040684,60.049735,60.040551,60.040643,60.040391,60.040428,60.036912,60.039468,60.040324,60.032646,60.057120,60.038575,60.038131,60.052707,60.042200,60.039649,60.025425,60.050237,60.039146,1.000892,1.002937,1.000497,1.000331,1.001329,1.000800,1.000445,0.999696,1.001466,0.999703
2.531667,60.037057,60.037680,60.038246,60.038418,60.037426,60.038432,60.036597,60.038671,60.047385,60.038543,60.038611,60.038391,60.038408,60.034855,60.037461,60.038369,60.030583,60.055296,60.035834,60.036450,60.050247,60.040056,60.038092,60.023159,60.049093,60.037128,1.000855,1.002895,1.000408,1.000337,1.001271,1.000756,1.000469,0.999649,1.001491,0.999656
2.541667,60.035101,60.035750,60.036306,60.036462,60.035477,60.036438,60.034638,60.036704,60.045026,60.036581,60.036625,60.036438,60.036435,60.032882,60.035511,60.036461,60.028612,60.053400,60.033156,60.034822,60.047760,60.037948,60.036574,60.021091,60.047899,60.035170,1.000817,1.002837,1.000320,1.000345,1.001211,1.000711,1.000492,0.999611,1.001508,0.999615
2.551667,60.033203,60.033870,60.034414,60.034553,60.033583,60.034490,60.032743,60.034781,60.042660,60.034665,60.034684,60.034531,60.034507,60.030988,60.033615,60.034598,60.026731,60.051430,60.030544,60.033243,60.045250,60.035876,60.035092,60.019217,60.046647,60.033270,1.000778,1.002763,1.000234,1.000354,1.001147,1.000666,1.000515,0.999583,1.001518,0.999580
2.561667,60.031362,60.032040,60.032566,60.032689,60.031742,60.032586,60.030908,60.032900,60.040289,60.032793,60.032786,60.032668,60.032623,60.029172,60.031772,60.032778,60.024935,60.049383,60.028000,60.031709,60.042719,60.033841,60.033642,60.017531,60.045334,60.031426,1.000737,1.002675,1.000151,1.000363,1.001080,1.000621,1.000538,0.999563,1.001521,0.999551
2.571667,60.029574,60.030255,60.030761,60.030868,60.029950,60.030724,60.029131,60.031059,60.037916,60.030962,60.030928,60.030847,60.030781,60.027430,60.029978,60.030998,60.023223,60.047257,60.025524,60.030216,60.040171,60.031839,60.032222,60.016027,60.043955,60.029635,1.000695,1.002572,1.000070,1.000374,1.001011,1.000575,1.000560,0.999553,1.001516,0.999527
2.581667,60.027837,60.028513,60.028995,60.029086,60.028206,60.028901,60.027408,60.029256,60.035542,60.029169,60.029109,60.029064,60.028977,60.025757,60.028232,60.029256,60.021589,60.045050,60.023118,60.028758,60.037610,60.029871,60.030829,60.014694,60.042507,60.027895,1.000653,1.002456,0.999993,1.000384,1.000940,1.000529,1.000581,0.999550,1.001504,0.999508
2.591667,60.026147,60.026811,60.027266,60.027340,60.026505,60.027115,60.025736,60.027488,60.033169,60.027413,60.027326,60.027317,60.027210,60.024150,60.026528,60.027547,60.020030,60.042762,60.020781,60.027331,60.035039,60.027935,60.029458,60.013524,60.040985,60.026201,1.000609,1.002326,0.999919,1.000394,1.000867,1.000483,1.000601,0.999555,1.001484,0.999495
2.601667,60.024499,60.025145,60.025569,60.025628,60.024843,60.025363,60.024110,60.025752,60.030799,60.025688,60.025575,60.025602,60.025477,60.022602,60.024864,60.025869,60.018542,60.040392,60.018514,60.025929,60.032461,60.026030,60.028106,60.012504,60.039388,60.024549,1.000564,1.002184,0.999848,1.000405,1.000793,1.000437,1.000620,0.999568,1.001456,0.999487
2.611667,60.022890,60.023512,60.023902,60.023945,60.023217,60.023641,60.022526,60.024044,60.028433,60.023993,60.023853,60.023917,60.023773,60.021108,60.023235,60.024217,60.017117,60.037943,60.016316,60.024549,60.029881,60.024152,60.026769,60.011622,60.037713,60.022935,1.000519,1.002030,0.999780,1.000414,1.000718,1.000391,1.000637,0.999588,1.001421,0.999484
2.621667,60.021315,60.021906,60.022261,60.022288,60.021623,60.021947,60.020979,60.022362,60.026075,60.022323,60.022158,60.022258,60.022096,60.019663,60.021637,60.022589,60.015753,60.035415,60.014186,60.023184,60.027300,60.022301,60.025443,60.010863,60.035959,60.021355,1.000472,1.001866,0.999717,1.000423,1.000641,1.000346,1.000654,0.999614,1.001378,0.999486
2.631667,60.019769,60.020324,60.020643,60.020654,60.020055,60.020277,60.019463,60.020701,60.023724,60.020676,60.020486,60.020621,60.020442,60.018260,60.020065,60.020980,60.014442,60.032813,60.012123,60.021829,60.024724,60.020474,60.024123,60.010215,60.034125,60.019804,1.000426,1.001692,0.999657,1.000431,1.000565,1.000300,1.000669,0.999645,1.001329,0.999492
2.641667,60.018248,60.018763,60.019042,60.019037,60.018510,60.018628,60.017975,60.019058,60.021384,60.019046,60.018834,60.019003,60.018807,60.016893,60.018516,60.019387,60.013179,60.030139,60.010125,60.020479,60.022156,60.018668,60.022807,60.009662,60.032211,60.018278,1.000378,1.001510,0.999601,1.000438,1.000488,1.000255,1.000682,0.999682,1.001272,0.999502
2.651667,60.016746,60.017216,60.017455,60.017435,60.016983,60.016995,60.016508,60.017430,60.019056,60.017431,60.017197,60.017399,60.017189,60.015555,60.016985,60.017805,60.011958,60.027398,60.008191,60.019130,60.019598,60.016883,60.021489,60.009188,60.030218,60.016771,1.000331,1.001320,0.999549,1.000443,1.000411,1.000211,1.000694,0.999722,1.001209,0.999517
2.661667,60.015260,60.015682,60.015879,60.015843,60.015470,60.015376,60.015058,60.015813,60.016741,60.015827,60.015573,60.015807,60.015583,60.014240,60.015467,60.016230,60.010773,60.024596,60.006320,60.017777,60.017055,60.015114,60.020166,60.008778,60.028148,60.015280,1.000283,1.001125,0.999501,1.000447,1.000334,1.000167,1.000704,0.999766,1.001140,0.999535
2.671667,60.013784,60.014154,60.014310,60.014258,60.013965,60.013767,60.013619,60.014204,60.014442,60.014230,60.013958,60.014222,60.013986,60.012941,60.013959,60.014660,60.009619,60.021740,60.004507,60.016415,60.014530,60.013360,60.018835,60.008417,60.026001,60.013798,1.000235,1.000925,0.999457,1.000448,1.000259,1.000123,1.000711,0.999813,1.001065,0.999557
2.681667,60.012314,60.012630,60.012744,60.012677,60.012466,60.012165,60.012187,60.012599,60.012160,60.012636,60.012349,60.012641,60.012394,60.011653,60.012455,60.013090,60.008488,60.018836,60.002753,60.015039,60.012027,60.011619,60.017490,60.008090,60.023781,60.012323,1.000187,1.000721,0.999418,1.000448,1.000184,1.000081,1.000717,0.999862,1.000985,0.999582
2.691667,60.010845,60.011105,60.011178,60.011095,60.010967,60.010567,60.010756,60.010996,60.009898,60.011044,60.010743,60.011061,60.010805,60.010368,60.010951,60.011518,60.007376,60.015893,60.001053,60.013646,60.009550,60.009889,60.016129,60.007780,60.021490,60.010848,1.000139,1.000516,0.999383,1.000446,1.000111,1.000039,1.000721,0.999912,1.000900,0.999609
2.701667,60.009374,60.009577,60.009608,60.009511,60.009466,60.008969,60.009323,60.009391,60.007656,60.009449,60.009137,60.009478,60.009214,60.009082,60.009445,60.009939,60.006276,60.012919,59.999406,60.012233,60.007100,60.008167,60.014749,60.007473,60.019133,60.009372,1.000092,1.000309,0.999352,1.000441,1.000039,0.999998,1.000723,0.999962,1.000810,0.999639
2.711667,60.007896,60.008041,60.008032,60.007920,60.007958,60.007370,60.007884,60.007782,60.005437,60.007849,60.007528,60.007891,60.007621,60.007788,60.007932,60.008352,60.005184,60.009922,59.997808,60.010795,60.004683,60.006451,60.013347,60.007156,60.016714,60.007889,1.000045,1.000103,0.999325,1.000435,0.999969,0.999958,1.000723,1.000013,1.000717,0.999671
2.721667,60.006408,60.006496,60.006448,60.006321,60.006440,60.005766,60.006434,60.006166,60.003244,60.006242,60.005914,60.006296,60.006022,60.006483,60.006410,60.006753,60.004093,60.006913,59.996258,60.009331,60.002301,60.004741,60.011920,60.006814,60.014237,60.006396,0.999998,0.999899,0.999303,1.000425,0.999902,0.999919,1.000720,1.000062,1.000620,0.999704
2.731667,60.004907,60.004938,60.004852,60.004711,60.004910,60.004155,60.004970,60.004541,60.001077,60.004625,60.004293,60.004691,60.004414,60.005159,60.004874,60.005141,60.002999,60.003900,59.994752,60.007838,59.999958,60.003033,60.010466,60.006435,60.011709,60.004890,0.999952,0.999698,0.999284,1.000414,0.999836,0.999881,1.000715,1.000110,1.000521,0.999739
2.741667,60.003389,60.003364,60.003242,60.003089,60.003364,60.002536,60.003488,60.002906,59.998938,60.002996,60.002663,60.003075,60.002796,60.003815,60.003324,60.003514,60.001897,60.000894,59.993288,60.006312,59.997655,60.001328,60.008982,60.006005,60.009134,60.003368,0.999906,0.999502,0.999269,1.000399,0.999774,0.999844,1.000708,1.000155,1.000419,0.999775
2.751667,60.001854,60.001774,60.001618,60.001452,60.001801,60.000906,60.001987,60.001260,59.996830,60.001355,60.001022,60.001445,60.001166,60.002445,60.001756,60.001870,60.000783,59.997903,59.991863,60.004754,59.995397,59.999623,60.007467,60.005516,60.006520,60.001828,0.999861,0.999310,0.999258,1.000382,0.999714,0.999807,1.000698,1.000197,1.000316,0.999812
2.761667,60.000298,60.000166,59.999978,59.999800,60.000219,59.999266,60.000464,59.999600,59.994754,59.999699,59.999370,59.999800,59.999524,60.001047,60.000170,60.000209,59.999653,59.994939,59.990475,60.003162,59.993186,59.997919,60.005921,60.004956,60.003873,60.000268,0.999817,0.999126,0.999251,1.000363,0.999657,0.999773,1.000686,1.000236,1.000212,0.999849
2.771667,59.998720,59.998539,59.998320,59.998132,59.998616,59.997613,59.998917,59.997927,59.992712,59.998028,59.997705,59.998141,59.997868,59.999618,59.998563,59.998529,59.998503,59.992011,59.989121,60.001534,59.991024,59.996213,60.004342,60.004316,60.001199,59.998686,0.999774,0.998949,0.999248,1.000340,0.999602,0.999739,1.000671,1.000271,1.000107,0.999885
2.781667,59.997119,59.996891,59.996645,59.996448,59.996992,59.995947,59.997344,59.996239,59.990705,59.996342,59.996027,59.996465,59.996197,59.998156,59.996936,59.996830,59.997329,59.989127,59.987797,59.999872,59.988913,59.994506,60.002729,60.003589,59.998506,59.997082,0.999732,0.998781,0.999247,1.000315,0.999551,0.999706,1.000654,1.000301,1.000002,0.999922
2.791667,59.995494,59.995223,59.994953,59.994746,59.995347,59.994268,59.995746,59.994537,59.988734,59.994640,59.994336,59.994773,59.994512,59.996658,59.995286,59.995112,59.996130,59.986297,59.986503,59.998174,59.986856,59.992798,60.001083,60.002766,59.995802,59.995454,0.999690,0.998622,0.999250,1.000288,0.999504,0.999674,1.000635,1.000327,0.999898,0.999957
2.801667,59.993845,59.993535,59.993243,59.993028,59.993679,59.992576,59.994121,59.992821,59.986802,59.992923,59.992632,59.993066,59.992812,59.995124,59.993615,59.993376,59.994901,59.983530,59.985234,59.996441,59.984853,59.991088,59.999403,60.001843,59.993093,59.993802,0.999650,0.998474,0.999256,1.000257,0.999459,0.999644,1.000613,1.000346,0.999795,0.999991
2.811667,59.992172,59.991826,59.991515,59.991294,59.991989,59.990871,59.992469,59.991091,59.984908,59.991191,59.990915,59.991342,59.991098,59.993553,59.991922,59.991622,59.993642,59.980833,59.983990,59.994675,59.982907,59.989376,59.997690,60.000815,59.990387,59.992126,0.999611,0.998337,0.999265,1.000225,0.999418,0.999614,1.000589,1.000361,0.999694,1.000024
2.821667,59.990476,59.990098,59.989772,59.989545,59.990278,59.989154,59.990790,59.989348,59.983054,59.989445,59.989185,59.989604,59.989370,59.991945,59.990208,59.989851,59.992350,59.978214,59.982767,59.992876,59.981018,59.987663,59.995945,59.999679,59.987691,59.990427,0.999573,0.998213,0.999276,1.000189,0.999380,0.999586,1.000562,1.000369,0.999595,1.000054
2.831667,59.988756,59.988351,59.988013,59.987782,59.988546,59.987426,59.989086,59.987593,59.981241,59.987686,59.987445,59.987852,59.987630,59.990300,59.988473,59.988064,59.991024,59.975680,59.981564,59.991046,59.979186,59.985949,59.994169,59.998430,59.985014,59.988706,0.999536,0.998100,0.999289,1.000152,0.999345,0.999558,1.000533,1.000371,0.999499,1.000083
2.841667,59.987014,59.986588,59.986240,59.986006,59.986795,59.985687,59.987357,59.985827,59.979470,59.985915,59.985694,59.986087,59.985878,59.988619,59.986720,59.986264,59.989664,59.973236,59.980378,59.989187,59.977412,59.984235,59.992363,59.997070,59.982362,59.986963,0.999500,0.998001,0.999305,1.000112,0.999314,0.999532,1.000501,1.000367,0.999405,1.000109
2.851667,59.985253,59.984808,59.984454,59.984219,59.985026,59.983939,59.985604,59.984052,59.977739,59.984134,59.983934,59.984311,59.984116,59.986902,59.984949,59.984451,59.988268,59.970887,59.979207,59.987301,59.975697,59.982520,59.990529,59.995596,59.979742,59.985200,0.999466,0.997915,0.999322,1.000070,0.999286,0.999507,1.000467,1.000356,0.999316,1.000132
2.861667,59.983472,59.983015,59.982657,59.982421,59.983240,59.982183,59.983830,59.982269,59.976050,59.982344,59.982167,59.982525,59.982345,59.985152,59.983162,59.982627,59.986836,59.968638,59.978048,59.985390,59.974038,59.980807,59.988668,59.994009,59.977161,59.983418,0.999432,0.997842,0.999341,1.000026,0.999261,0.999482,1.000431,1.000339,0.999230,1.000153
2.871667,59.981674,59.981210,59.980852,59.980617,59.981440,59.980421,59.982035,59.980479,59.974403,59.980547,59.980394,59.980732,59.980567,59.983370,59.981361,59.980795,59.985368,59.966492,59.976901,59.983457,59.972436,59.979096,59.986783,59.992312,59.974626,59.981620,0.999400,0.997783,0.999361,0.999980,0.999239,0.999459,1.000392,1.000316,0.999148,1.000170
2.881667,59.979861,59.979394,59.979039,59.978806,59.979627,59.978655,59.980223,59.978686,59.972796,59.978744,59.978617,59.978932,59.978784,59.981558,59.979548,59.978956,59.983865,59.964451,59.975762,59.981505,59.970890,59.977388,59.984875,59.990507,59.972142,59.979807,0.999369,0.997738,0.999382,0.999932,0.999221,0.999436,1.000352,1.000286,0.999071,1.000184
2.891667,59.978035,59.977571,59.977222,59.976991,59.977804,59.976885,59.978394,59.976889,59.971229,59.976939,59.976837,59.977128,59.976997,59.979719,59.977725,59.977113,59.982327,59.962517,59.974631,59.979536,59.969398,59.975684,59.982947,59.988597,59.969716,59.977981,0.999340,0.997707,0.999403,0.999882,0.999205,0.999414,1.000309,1.000250,0.998999,1.000194
2.901667,59.976199,59.975741,59.975401,59.975174,59.975973,59.975115,59.976552,59.975092,59.969702,59.975132,59.975057,59.975322,59.975209,59.977855,59.975894,59.975269,59.980755,59.960690,59.973505,59.977553,59.967958,59.973985,59.981001,59.986587,59.967352,59.976146,0.999311,0.997689,0.999425,0.999831,0.999191,0.999393,1.000264,1.000208,0.998932,1.000200
2.911667,59.974354,59.973909,59.973579,59.973358,59.974136,59.973345,59.974699,59.973297,59.968213,59.973326,59.973278,59.973516,59.973421,59.975969,59.974058,59.973425,59.979149,59.958971,59.972381,59.975560,59.966568,59.972292,59.979039,59.984482,59.965056,59.974302,0.999283,0.997685,0.999448,0.999779,0.999180,0.999372,1.000217,1.000160,0.998870,1.000202
2.921667,59.972504,59.972075,59.971759,59.971544,59.972295,59.971578,59.972838,59.971504,59.966760,59.971522,59.971501,59.971712,59.971635,59.974065,59.972219,59.971583,59.977512,59.957358,59.971260,59.973560,59.965225,59.970605,59.977063,59.982289,59.962831,59.972453,0.999257,0.997694,0.999470,0.999726,0.999172,0.999352,1.000168,1.000107,0.998814,1.000201
2.931667,59.970651,59.970243,59.969943,59.969734,59.970454,59.969815,59.970972,59.969717,59.965343,59.969724,59.969730,59.969912,59.969854,59.972145,59.970379,59.969747,59.975844,59.955850,59.970138,59.971556,59.963928,59.968927,59.975077,59.980013,59.960682,59.970601,0.999231,0.997715,0.999491,0.999672,0.999165,0.999333,1.000117,1.000049,0.998763,1.000195
2.941667,59.968798,59.968414,59.968133,59.967931,59.968614,59.968059,59.969102,59.967936,59.963960,59.967932,59.967966,59.968118,59.968079,59.970213,59.968542,59.967918,59.974148,59.954444,59.969013,59.969551,59.962673,59.967258,59.973082,59.977662,59.958612,59.968750,0.999207,0.997748,0.999512,0.999617,0.999161,0.999314,1.000064,0.999987,0.998718,1.000184
2.951667,59.966947,59.966591,59.966330,59.966137,59.966778,59.966310,59.967233,59.966165,59.962608,59.966149,59.966210,59.966332,59.966312,59.968272,59.966708,59.966099,59.972424,59.953137,59.967886,59.967550,59.961457,59.965599,59.971082,59.975245,59.956623,59.966900,0.999183,0.997793,0.999533,0.999562,0.999158,0.999296,1.000010,0.999919,0.998679,1.000170
2.961667,59.965100,59.964777,59.964538,59.964353,59.964949,59.964572,59.965366,59.964405,59.961287,59.964377,59.964465,59.964556,59.964555,59.966326,59.964882,59.964292,59.970676,59.951925,59.966752,59.965554,59.960278,59.963951,59.969077,59.972770,59.954717,59.965056,0.999161,0.997849,0.999552,0.999506,0.999156,0.999278,0.999954,0.999849,0.998645,1.000151
2.971667,59.963261,59.962973,59.962758,59.962583,59.963129,59.962845,59.963505,59.962657,59.959993,59.962618,59.962731,59.962793,59.962810,59.964379,59.963064,59.962499,59.968905,59.950805,59.965612,59.963567,59.959131,59.962316,59.967072,59.970245,59.952896,59.963219,0.999139,0.997915,0.999569,0.999450,0.999156,0.999260,0.999897,0.999774,0.998617,1.000128
2.981667,59.961433,59.961182,59.960992,59.960827,59.961320,59.961131,59.961653,59.960924,59.958726,59.960874,59.961012,59.961043,59.961079,59.962435,59.961259,59.960723,59.967114,59.949772,59.964464,59.961593,59.958014,59.960693,59.965069,59.967682,59.951161,59.961393,0.999118,0.997990,0.999586,0.999395,0.999157,0.999242,0.999838,0.999697,0.998594,1.000100
2.991667,59.959617,59.959407,59.959243,59.959088,59.959525,59.959432,59.959812,59.959207,59.957482,59.959146,59.959308,59.959310,59.959363,59.960496,59.959468,59.958964,59.965304,59.948822,59.963307,59.959636,59.956923,59.959085,59.963070,59.965088,59.949513,59.959580,0.999098,0.998074,0.999600,0.999339,0.999159,0.999225,0.999778,0.999618,0.998577,1.000069
3.001667,59.957817,59.957649,59.957512,59.957368,59.957747,59.957750,59.957986,59.957508,59.956260,59.957436,59.957622,59.957594,59.957664,59.958568,59.957693,59.957227,59.963479,59.947949,59.962138,59.957697,59.955855,59.957492,59.961078,59.962475,59.947950,59.957782,0.999079,0.998165,0.999612,0.999284,0.999161,0.999208,0.999717,0.999537,0.998565,1.000033
3.011667,59.956034,59.955910,59.955801,59.955668,59.955987,59.956086,59.956177,59.955829,59.955057,59.955747,59.955955,59.955898,59.955985,59.956653,59.955938,59.955511,59.961641,59.947148,59.960958,59.955781,59.954806,59.955914,59.959095,59.959853,59.946473,59.956002,0.999060,0.998263,0.999622,0.999230,0.999164,0.999191,0.999655,0.999454,0.998558,0.999993
3.021667,59.954273,59.954194,59.954112,59.953991,59.954248,59.954442,59.954387,59.954171,59.953872,59.954080,59.954307,59.954224,59.954326,59.954756,59.954203,59.953820,59.959793,59.946414,59.959765,59.953891,59.953773,59.954354,59.957124,59.957232,59.945081,59.954244,0.999042,0.998367,0.999630,0.999176,0.999167,0.999174,0.999592,0.999371,0.998556,0.999949
3.031667,59.952534,59.952501,59.952448,59.952338,59.952533,59.952820,59.952621,59.952536,59.952702,59.952436,59.952682,59.952572,59.952689,59.952880,59.952492,59.952155,59.957938,59.945742,59.958559,59.952028,59.952754,59.952812,59.955168,59.954622,59.943771,59.952508,0.999024,0.998475,0.999636,0.999124,0.999170,0.999157,0.999529,0.999288,0.998558,0.999901
3.041667,59.950822,59.950834,59.950809,59.950712,59.950844,59.951220,59.950880,59.950926,59.951546,59.950817,59.951081,59.950945,59.951076,59.951030,59.950807,59.950517,59.956079,59.945126,59.957339,59.950198,59.951745,59.951289,59.953229,59.952034,59.942542,59.950798,0.999006,0.998588,0.999638,0.999072,0.999172,0.999140,0.999464,0.999205,0.998565,0.999849
3.051667,59.949136,59.949194,59.949197,59.949112,59.949181,59.949644,59.949167,59.949341,59.950402,59.949225,59.949504,59.949344,59.949489,59.949207,59.949150,59.948909,59.954219,59.944561,59.956104,59.948401,59.950742,59.949785,59.951310,59.949478,59.941391,59.949115,0.998990,0.998703,0.999638,0.999022,0.999174,0.999123,0.999400,0.999122,0.998576,0.999794
